country,date,daily_vaccinations,vaccines
Finland,1/19/2021,5458,Pfizer/BioNTech
Finland,1/20/2021,5562,Pfizer/BioNTech
Finland,1/21/2021,6467,Pfizer/BioNTech
Finland,1/22/2021,6874,Pfizer/BioNTech
Finland,1/23/2021,7253,Pfizer/BioNTech
Finland,1/24/2021,7633,Pfizer/BioNTech
Finland,1/25/2021,8012,Pfizer/BioNTech
France,1/4/2021,,Pfizer/BioNTech
France,1/5/2021,5000,Pfizer/BioNTech
France,1/6/2021,8500,Pfizer/BioNTech
France,1/7/2021,14667,Pfizer/BioNTech
France,1/8/2021,20000,Pfizer/BioNTech
France,1/9/2021,18800,Pfizer/BioNTech
France,1/10/2021,17667,Pfizer/BioNTech
France,1/11/2021,19622,Pfizer/BioNTech
France,1/12/2021,26262,Pfizer/BioNTech
France,1/13/2021,32738,Pfizer/BioNTech
France,1/14/2021,39031,Pfizer/BioNTech
France,1/15/2021,43961,Pfizer/BioNTech
France,1/16/2021,45435,Pfizer/BioNTech
France,1/17/2021,45018,Pfizer/BioNTech
France,1/18/2021,48789,Pfizer/BioNTech
France,1/19/2021,56547,Pfizer/BioNTech
France,1/20/2021,63659,Pfizer/BioNTech
France,1/21/2021,72193,Pfizer/BioNTech
France,1/22/2021,82058,Pfizer/BioNTech
France,1/23/2021,85096,Pfizer/BioNTech
France,1/24/2021,86392,Pfizer/BioNTech
France,1/25/2021,87584,Pfizer/BioNTech
Germany,12/27/2020,,"Moderna, Pfizer/BioNTech"
Germany,12/28/2020,19721,"Moderna, Pfizer/BioNTech"
Germany,12/29/2020,31436,"Moderna, Pfizer/BioNTech"
Germany,12/30/2020,40119,"Moderna, Pfizer/BioNTech"
Germany,12/31/2020,39570,"Moderna, Pfizer/BioNTech"
Germany,1/1/2021,37778,"Moderna, Pfizer/BioNTech"
Germany,1/2/2021,38986,"Moderna, Pfizer/BioNTech"
Germany,1/3/2021,36924,"Moderna, Pfizer/BioNTech"
Germany,1/4/2021,41060,"Moderna, Pfizer/BioNTech"
Germany,1/5/2021,42191,"Moderna, Pfizer/BioNTech"
Germany,1/6/2021,42015,"Moderna, Pfizer/BioNTech"
Germany,1/7/2021,44865,"Moderna, Pfizer/BioNTech"
Germany,1/8/2021,48794,"Moderna, Pfizer/BioNTech"
Germany,1/9/2021,50053,"Moderna, Pfizer/BioNTech"
Germany,1/10/2021,51184,"Moderna, Pfizer/BioNTech"
Germany,1/11/2021,53647,"Moderna, Pfizer/BioNTech"
Germany,1/12/2021,57811,"Moderna, Pfizer/BioNTech"
Germany,1/13/2021,63158,"Moderna, Pfizer/BioNTech"
Germany,1/14/2021,69184,"Moderna, Pfizer/BioNTech"
Germany,1/15/2021,73836,"Moderna, Pfizer/BioNTech"
Germany,1/16/2021,73987,"Moderna, Pfizer/BioNTech"
Germany,1/17/2021,75782,"Moderna, Pfizer/BioNTech"
Germany,1/18/2021,76079,"Moderna, Pfizer/BioNTech"
Germany,1/19/2021,76635,"Moderna, Pfizer/BioNTech"
Germany,1/20/2021,80136,"Moderna, Pfizer/BioNTech"
Germany,1/21/2021,78281,"Moderna, Pfizer/BioNTech"
Germany,1/22/2021,80900,"Moderna, Pfizer/BioNTech"
Germany,1/23/2021,85088,"Moderna, Pfizer/BioNTech"
Germany,1/24/2021,87377,"Moderna, Pfizer/BioNTech"
Gibraltar,1/10/2021,,Pfizer/BioNTech
Gibraltar,1/11/2021,1025,Pfizer/BioNTech
Gibraltar,1/12/2021,1040,Pfizer/BioNTech
Gibraltar,1/13/2021,986,Pfizer/BioNTech
Gibraltar,1/14/2021,959,Pfizer/BioNTech
Gibraltar,1/15/2021,943,Pfizer/BioNTech
Gibraltar,1/16/2021,904,Pfizer/BioNTech
Gibraltar,1/17/2021,775,Pfizer/BioNTech
Gibraltar,1/18/2021,713,Pfizer/BioNTech
Gibraltar,1/19/2021,645,Pfizer/BioNTech
Gibraltar,1/20/2021,520,Pfizer/BioNTech
Gibraltar,1/21/2021,527,Pfizer/BioNTech
Gibraltar,1/22/2021,535,Pfizer/BioNTech
Gibraltar,1/23/2021,566,Pfizer/BioNTech
Gibraltar,1/24/2021,642,Pfizer/BioNTech
Greece,12/28/2020,,Pfizer/BioNTech
Greece,12/29/2020,670,Pfizer/BioNTech
Greece,12/30/2020,662,Pfizer/BioNTech
Greece,12/31/2020,642,Pfizer/BioNTech
Greece,1/1/2021,551,Pfizer/BioNTech
Greece,1/2/2021,549,Pfizer/BioNTech
Greece,1/3/2021,576,Pfizer/BioNTech
Greece,1/4/2021,1370,Pfizer/BioNTech
Greece,1/5/2021,2168,Pfizer/BioNTech
Greece,1/6/2021,2680,Pfizer/BioNTech
Greece,1/7/2021,3385,Pfizer/BioNTech
Greece,1/8/2021,4599,Pfizer/BioNTech
Greece,1/9/2021,5290,Pfizer/BioNTech
Greece,1/10/2021,5748,Pfizer/BioNTech
Greece,1/11/2021,5667,Pfizer/BioNTech
Greece,1/12/2021,5709,Pfizer/BioNTech
Greece,1/13/2021,6308,Pfizer/BioNTech
Greece,1/14/2021,6384,Pfizer/BioNTech
Greece,1/15/2021,5784,Pfizer/BioNTech
Greece,1/16/2021,5654,Pfizer/BioNTech
Greece,1/17/2021,5486,Pfizer/BioNTech
Greece,1/18/2021,5083,Pfizer/BioNTech
Greece,1/19/2021,5283,Pfizer/BioNTech
Greece,1/20/2021,6102,Pfizer/BioNTech
Greece,1/21/2021,7522,Pfizer/BioNTech
Greece,1/22/2021,9371,Pfizer/BioNTech
Greece,1/23/2021,11092,Pfizer/BioNTech
Greece,1/24/2021,12128,Pfizer/BioNTech
Greece,1/25/2021,13165,Pfizer/BioNTech
Hungary,12/28/2020,,Pfizer/BioNTech
Hungary,12/29/2020,1367,Pfizer/BioNTech
Hungary,12/30/2020,1348,Pfizer/BioNTech
Hungary,12/31/2020,1339,Pfizer/BioNTech
Hungary,1/1/2021,1578,Pfizer/BioNTech
Hungary,1/2/2021,1722,Pfizer/BioNTech
Hungary,1/3/2021,1818,Pfizer/BioNTech
Hungary,1/4/2021,1987,Pfizer/BioNTech
Hungary,1/5/2021,2648,Pfizer/BioNTech
Hungary,1/6/2021,3959,Pfizer/BioNTech
Hungary,1/7/2021,5348,Pfizer/BioNTech
Hungary,1/8/2021,6375,Pfizer/BioNTech
Hungary,1/9/2021,7402,Pfizer/BioNTech
Hungary,1/10/2021,8429,Pfizer/BioNTech
Hungary,1/11/2021,9083,Pfizer/BioNTech
Hungary,1/12/2021,9418,Pfizer/BioNTech
Hungary,1/13/2021,9229,Pfizer/BioNTech
Hungary,1/14/2021,9026,Pfizer/BioNTech
Hungary,1/15/2021,8688,Pfizer/BioNTech
Hungary,1/16/2021,8347,Pfizer/BioNTech
Hungary,1/17/2021,7455,Pfizer/BioNTech
Hungary,1/18/2021,7536,Pfizer/BioNTech
Hungary,1/19/2021,6618,Pfizer/BioNTech
Hungary,1/20/2021,6069,Pfizer/BioNTech
Hungary,1/21/2021,5581,Pfizer/BioNTech
Hungary,1/22/2021,5326,Pfizer/BioNTech
Hungary,1/23/2021,4778,Pfizer/BioNTech
Hungary,1/24/2021,4701,Pfizer/BioNTech
Iceland,12/30/2020,,"Moderna, Pfizer/BioNTech"
Iceland,12/31/2020,63,"Moderna, Pfizer/BioNTech"
Iceland,1/1/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/2/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/3/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/4/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/5/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/6/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/7/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/8/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/9/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/10/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/11/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/12/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/13/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/14/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/15/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/16/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/17/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/18/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/19/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/20/2021,63,"Moderna, Pfizer/BioNTech"
Iceland,1/21/2021,312,"Moderna, Pfizer/BioNTech"
Iceland,1/22/2021,560,"Moderna, Pfizer/BioNTech"
Iceland,1/23/2021,809,"Moderna, Pfizer/BioNTech"
Iceland,1/24/2021,1057,"Moderna, Pfizer/BioNTech"
Iceland,1/25/2021,1306,"Moderna, Pfizer/BioNTech"
India,1/15/2021,,"Covaxin, Covishield"
India,1/16/2021,191181,"Covaxin, Covishield"
India,1/17/2021,112150,"Covaxin, Covishield"
India,1/18/2021,151350,"Covaxin, Covishield"
India,1/19/2021,168709,"Covaxin, Covishield"
India,1/20/2021,161297,"Covaxin, Covishield"
India,1/21/2021,173922,"Covaxin, Covishield"
India,1/22/2021,198656,"Covaxin, Covishield"
India,1/23/2021,198717,"Covaxin, Covishield"
India,1/24/2021,198743,"Covaxin, Covishield"
India,1/25/2021,224251,"Covaxin, Covishield"
Indonesia,1/12/2021,,Sinovac
Indonesia,1/13/2021,13200,Sinovac
Indonesia,1/14/2021,13200,Sinovac
Indonesia,1/15/2021,13200,Sinovac
Indonesia,1/16/2021,13200,Sinovac
Indonesia,1/17/2021,13200,Sinovac
Indonesia,1/18/2021,13200,Sinovac
Indonesia,1/19/2021,13200,Sinovac
Indonesia,1/20/2021,13200,Sinovac
Indonesia,1/21/2021,13200,Sinovac
Indonesia,1/22/2021,13200,Sinovac
Indonesia,1/23/2021,12546,Sinovac
Indonesia,1/24/2021,11892,Sinovac
Indonesia,1/25/2021,11823,Sinovac
Ireland,12/31/2020,,Pfizer/BioNTech
Ireland,1/1/2021,550,Pfizer/BioNTech
Ireland,1/2/2021,550,Pfizer/BioNTech
Ireland,1/3/2021,550,Pfizer/BioNTech
Ireland,1/4/2021,550,Pfizer/BioNTech
Ireland,1/5/2021,1194,Pfizer/BioNTech
Ireland,1/6/2021,1624,Pfizer/BioNTech
Ireland,1/7/2021,1931,Pfizer/BioNTech
Ireland,1/8/2021,3028,Pfizer/BioNTech
Ireland,1/9/2021,4124,Pfizer/BioNTech
Ireland,1/10/2021,5221,Pfizer/BioNTech
Ireland,1/11/2021,6919,Pfizer/BioNTech
Ireland,1/12/2021,8157,Pfizer/BioNTech
Ireland,1/13/2021,9394,Pfizer/BioNTech
Ireland,1/14/2021,9452,Pfizer/BioNTech
Ireland,1/15/2021,8873,Pfizer/BioNTech
Ireland,1/16/2021,8293,Pfizer/BioNTech
Ireland,1/17/2021,7714,Pfizer/BioNTech
Ireland,1/18/2021,7267,Pfizer/BioNTech
Ireland,1/19/2021,6819,Pfizer/BioNTech
Ireland,1/20/2021,6371,Pfizer/BioNTech
Ireland,1/21/2021,6528,Pfizer/BioNTech
Ireland,1/22/2021,6686,Pfizer/BioNTech
Ireland,1/23/2021,6843,Pfizer/BioNTech
Ireland,1/24/2021,7000,Pfizer/BioNTech
Isle of Man,1/21/2021,,Pfizer/BioNTech
Isle of Man,1/22/2021,90,Pfizer/BioNTech
Isle of Man,1/23/2021,138,Pfizer/BioNTech
Isle of Man,1/24/2021,155,Pfizer/BioNTech
Isle of Man,1/25/2021,163,Pfizer/BioNTech
Israel,12/19/2020,,"Moderna, Pfizer/BioNTech"
Israel,12/20/2020,6887,"Moderna, Pfizer/BioNTech"
Israel,12/21/2020,14690,"Moderna, Pfizer/BioNTech"
Israel,12/22/2020,23477,"Moderna, Pfizer/BioNTech"
Israel,12/23/2020,32331,"Moderna, Pfizer/BioNTech"
Israel,12/24/2020,39926,"Moderna, Pfizer/BioNTech"
Israel,12/25/2020,39552,"Moderna, Pfizer/BioNTech"
Israel,12/26/2020,38469,"Moderna, Pfizer/BioNTech"
Israel,12/27/2020,51884,"Moderna, Pfizer/BioNTech"
Israel,12/28/2020,67094,"Moderna, Pfizer/BioNTech"
Israel,12/29/2020,82835,"Moderna, Pfizer/BioNTech"
Israel,12/30/2020,95621,"Moderna, Pfizer/BioNTech"
Israel,12/31/2020,107654,"Moderna, Pfizer/BioNTech"
Israel,1/1/2021,112314,"Moderna, Pfizer/BioNTech"
Israel,1/2/2021,117846,"Moderna, Pfizer/BioNTech"
Israel,1/3/2021,124170,"Moderna, Pfizer/BioNTech"
Israel,1/4/2021,125626,"Moderna, Pfizer/BioNTech"
Israel,1/5/2021,121500,"Moderna, Pfizer/BioNTech"
Israel,1/6/2021,114634,"Moderna, Pfizer/BioNTech"
Israel,1/7/2021,108735,"Moderna, Pfizer/BioNTech"
Israel,1/8/2021,108004,"Moderna, Pfizer/BioNTech"
Israel,1/9/2021,104169,"Moderna, Pfizer/BioNTech"
Israel,1/10/2021,89553,"Moderna, Pfizer/BioNTech"
Israel,1/11/2021,75289,"Moderna, Pfizer/BioNTech"
Israel,1/12/2021,66167,"Moderna, Pfizer/BioNTech"
Israel,1/13/2021,67059,"Moderna, Pfizer/BioNTech"
Israel,1/14/2021,68432,"Moderna, Pfizer/BioNTech"
Israel,1/15/2021,68475,"Moderna, Pfizer/BioNTech"
Israel,1/16/2021,70010,"Moderna, Pfizer/BioNTech"
Israel,1/17/2021,85359,"Moderna, Pfizer/BioNTech"
Israel,1/18/2021,106360,"Moderna, Pfizer/BioNTech"
Israel,1/19/2021,127524,"Moderna, Pfizer/BioNTech"
Israel,1/20/2021,143169,"Moderna, Pfizer/BioNTech"
Israel,1/21/2021,158364,"Moderna, Pfizer/BioNTech"
Israel,1/22/2021,164426,"Moderna, Pfizer/BioNTech"
Israel,1/23/2021,169880,"Moderna, Pfizer/BioNTech"
Israel,1/24/2021,177883,"Moderna, Pfizer/BioNTech"
Israel,1/25/2021,176343,"Moderna, Pfizer/BioNTech"
Italy,12/27/2020,,Pfizer/BioNTech
Italy,12/28/2020,950,Pfizer/BioNTech
Italy,12/29/2020,926,Pfizer/BioNTech
Italy,12/30/2020,2147,Pfizer/BioNTech
Italy,12/31/2020,7848,Pfizer/BioNTech
Italy,1/1/2021,8456,Pfizer/BioNTech
Italy,1/2/2021,13319,Pfizer/BioNTech
Italy,1/3/2021,16365,Pfizer/BioNTech
Italy,1/4/2021,25812,Pfizer/BioNTech
Italy,1/5/2021,36875,Pfizer/BioNTech
Italy,1/6/2021,45417,Pfizer/BioNTech
Italy,1/7/2021,54829,Pfizer/BioNTech
Italy,1/8/2021,66485,Pfizer/BioNTech
Italy,1/9/2021,73108,Pfizer/BioNTech
Italy,1/10/2021,76632,Pfizer/BioNTech
Italy,1/11/2021,78150,Pfizer/BioNTech
Italy,1/12/2021,78193,Pfizer/BioNTech
Italy,1/13/2021,81858,Pfizer/BioNTech
Italy,1/14/2021,81516,Pfizer/BioNTech
Italy,1/15/2021,80095,Pfizer/BioNTech
Italy,1/16/2021,76658,Pfizer/BioNTech
Italy,1/17/2021,73130,Pfizer/BioNTech
Italy,1/18/2021,67599,Pfizer/BioNTech
Italy,1/19/2021,60503,Pfizer/BioNTech
Italy,1/20/2021,51507,Pfizer/BioNTech
Italy,1/21/2021,43534,Pfizer/BioNTech
Italy,1/22/2021,35131,Pfizer/BioNTech
Italy,1/23/2021,31852,Pfizer/BioNTech
Italy,1/24/2021,31537,Pfizer/BioNTech
Italy,1/25/2021,32241,Pfizer/BioNTech
Kuwait,12/28/2020,,Pfizer/BioNTech
Latvia,12/28/2020,,Pfizer/BioNTech
Latvia,12/29/2020,877,Pfizer/BioNTech
Latvia,12/30/2020,832,Pfizer/BioNTech
Latvia,12/31/2020,602,Pfizer/BioNTech
Latvia,1/1/2021,486,Pfizer/BioNTech
Latvia,1/2/2021,417,Pfizer/BioNTech
Latvia,1/3/2021,371,Pfizer/BioNTech
Latvia,1/4/2021,338,Pfizer/BioNTech
Latvia,1/5/2021,339,Pfizer/BioNTech
Latvia,1/6/2021,338,Pfizer/BioNTech
Latvia,1/7/2021,433,Pfizer/BioNTech
Latvia,1/8/2021,542,Pfizer/BioNTech
Latvia,1/9/2021,565,Pfizer/BioNTech
Latvia,1/10/2021,592,Pfizer/BioNTech
Latvia,1/11/2021,767,Pfizer/BioNTech
Latvia,1/12/2021,872,Pfizer/BioNTech
Latvia,1/13/2021,976,Pfizer/BioNTech
Latvia,1/14/2021,1120,Pfizer/BioNTech
Latvia,1/15/2021,1258,Pfizer/BioNTech
Latvia,1/16/2021,1309,Pfizer/BioNTech
Latvia,1/17/2021,1279,Pfizer/BioNTech
Latvia,1/18/2021,1204,Pfizer/BioNTech
Latvia,1/19/2021,1098,Pfizer/BioNTech
Latvia,1/20/2021,993,Pfizer/BioNTech
Latvia,1/21/2021,773,Pfizer/BioNTech
Latvia,1/22/2021,537,Pfizer/BioNTech
Latvia,1/23/2021,460,Pfizer/BioNTech
Latvia,1/24/2021,491,Pfizer/BioNTech
Latvia,1/25/2021,418,Pfizer/BioNTech
Lithuania,12/25/2020,,"Moderna, Pfizer/BioNTech"
Lithuania,12/26/2020,1208,"Moderna, Pfizer/BioNTech"
Lithuania,12/27/2020,1208,"Moderna, Pfizer/BioNTech"
Lithuania,12/28/2020,1734,"Moderna, Pfizer/BioNTech"
Lithuania,12/29/2020,2047,"Moderna, Pfizer/BioNTech"
Lithuania,12/30/2020,1944,"Moderna, Pfizer/BioNTech"
Lithuania,12/31/2020,1624,"Moderna, Pfizer/BioNTech"
Lithuania,1/1/2021,1410,"Moderna, Pfizer/BioNTech"
Lithuania,1/2/2021,1255,"Moderna, Pfizer/BioNTech"
Lithuania,1/3/2021,1100,"Moderna, Pfizer/BioNTech"
Lithuania,1/4/2021,720,"Moderna, Pfizer/BioNTech"
Lithuania,1/5/2021,311,"Moderna, Pfizer/BioNTech"
Lithuania,1/6/2021,592,"Moderna, Pfizer/BioNTech"
Lithuania,1/7/2021,1180,"Moderna, Pfizer/BioNTech"
Lithuania,1/8/2021,1897,"Moderna, Pfizer/BioNTech"
Lithuania,1/9/2021,1923,"Moderna, Pfizer/BioNTech"
Lithuania,1/10/2021,1905,"Moderna, Pfizer/BioNTech"
Lithuania,1/11/2021,2201,"Moderna, Pfizer/BioNTech"
Lithuania,1/12/2021,2479,"Moderna, Pfizer/BioNTech"
Lithuania,1/13/2021,2843,"Moderna, Pfizer/BioNTech"
Lithuania,1/14/2021,3476,"Moderna, Pfizer/BioNTech"
Lithuania,1/15/2021,3765,"Moderna, Pfizer/BioNTech"
Lithuania,1/16/2021,3877,"Moderna, Pfizer/BioNTech"
Lithuania,1/17/2021,4038,"Moderna, Pfizer/BioNTech"
Lithuania,1/18/2021,4363,"Moderna, Pfizer/BioNTech"
Lithuania,1/19/2021,4960,"Moderna, Pfizer/BioNTech"
Lithuania,1/20/2021,4587,"Moderna, Pfizer/BioNTech"
Lithuania,1/21/2021,3564,"Moderna, Pfizer/BioNTech"
Lithuania,1/22/2021,2581,"Moderna, Pfizer/BioNTech"
Lithuania,1/23/2021,2427,"Moderna, Pfizer/BioNTech"
Lithuania,1/24/2021,2268,"Moderna, Pfizer/BioNTech"
Lithuania,1/25/2021,1633,"Moderna, Pfizer/BioNTech"
Luxembourg,12/30/2020,,Pfizer/BioNTech
Luxembourg,12/31/2020,62,Pfizer/BioNTech
Luxembourg,1/1/2021,62,Pfizer/BioNTech
Luxembourg,1/2/2021,62,Pfizer/BioNTech
Luxembourg,1/3/2021,62,Pfizer/BioNTech
Luxembourg,1/4/2021,62,Pfizer/BioNTech
Luxembourg,1/5/2021,62,Pfizer/BioNTech
Luxembourg,1/6/2021,62,Pfizer/BioNTech
Luxembourg,1/7/2021,62,Pfizer/BioNTech
Luxembourg,1/8/2021,62,Pfizer/BioNTech
Luxembourg,1/9/2021,62,Pfizer/BioNTech
Luxembourg,1/10/2021,62,Pfizer/BioNTech
Luxembourg,1/11/2021,62,Pfizer/BioNTech
Luxembourg,1/12/2021,114,Pfizer/BioNTech
Luxembourg,1/13/2021,177,Pfizer/BioNTech
Luxembourg,1/14/2021,220,Pfizer/BioNTech
Luxembourg,1/15/2021,236,Pfizer/BioNTech
Luxembourg,1/16/2021,252,Pfizer/BioNTech
Luxembourg,1/17/2021,268,Pfizer/BioNTech
Luxembourg,1/18/2021,375,Pfizer/BioNTech
Luxembourg,1/19/2021,417,Pfizer/BioNTech
Luxembourg,1/20/2021,475,Pfizer/BioNTech
Luxembourg,1/21/2021,523,Pfizer/BioNTech
Luxembourg,1/22/2021,537,Pfizer/BioNTech
Luxembourg,1/23/2021,551,Pfizer/BioNTech
Luxembourg,1/24/2021,565,Pfizer/BioNTech
Malta,12/28/2020,,Pfizer/BioNTech
Malta,12/29/2020,259,Pfizer/BioNTech
Malta,12/30/2020,259,Pfizer/BioNTech
Malta,12/31/2020,259,Pfizer/BioNTech
Malta,1/1/2021,259,Pfizer/BioNTech
Malta,1/2/2021,259,Pfizer/BioNTech
Malta,1/3/2021,259,Pfizer/BioNTech
Malta,1/4/2021,259,Pfizer/BioNTech
Malta,1/5/2021,281,Pfizer/BioNTech
Malta,1/6/2021,304,Pfizer/BioNTech
Malta,1/7/2021,327,Pfizer/BioNTech
Malta,1/8/2021,350,Pfizer/BioNTech
Malta,1/9/2021,373,Pfizer/BioNTech
Malta,1/10/2021,396,Pfizer/BioNTech
Malta,1/11/2021,419,Pfizer/BioNTech
Malta,1/12/2021,524,Pfizer/BioNTech
Malta,1/13/2021,629,Pfizer/BioNTech
Malta,1/14/2021,735,Pfizer/BioNTech
Malta,1/15/2021,840,Pfizer/BioNTech
Malta,1/16/2021,938,Pfizer/BioNTech
Malta,1/17/2021,1036,Pfizer/BioNTech
Malta,1/18/2021,1162,Pfizer/BioNTech
Malta,1/19/2021,1178,Pfizer/BioNTech
Malta,1/20/2021,1162,Pfizer/BioNTech
Malta,1/21/2021,1170,Pfizer/BioNTech
Malta,1/22/2021,1182,Pfizer/BioNTech
Malta,1/23/2021,1190,Pfizer/BioNTech
Malta,1/24/2021,1182,Pfizer/BioNTech
Mexico,12/24/2020,,Pfizer/BioNTech
Mexico,12/25/2020,1300,Pfizer/BioNTech
Mexico,12/26/2020,1300,Pfizer/BioNTech
Mexico,12/27/2020,1300,Pfizer/BioNTech
Mexico,12/28/2020,1664,Pfizer/BioNTech
Mexico,12/29/2020,3121,Pfizer/BioNTech
Mexico,12/30/2020,3679,Pfizer/BioNTech
Mexico,12/31/2020,3695,Pfizer/BioNTech
Mexico,1/1/2021,4051,Pfizer/BioNTech
Mexico,1/2/2021,4407,Pfizer/BioNTech
Mexico,1/3/2021,4763,Pfizer/BioNTech
Mexico,1/4/2021,4912,Pfizer/BioNTech
Mexico,1/5/2021,4244,Pfizer/BioNTech
Mexico,1/6/2021,4027,Pfizer/BioNTech
Mexico,1/7/2021,4230,Pfizer/BioNTech
Mexico,1/8/2021,4984,Pfizer/BioNTech
Mexico,1/9/2021,5488,Pfizer/BioNTech
Mexico,1/10/2021,5876,Pfizer/BioNTech
Mexico,1/11/2021,6157,Pfizer/BioNTech
Mexico,1/12/2021,6378,Pfizer/BioNTech
Mexico,1/13/2021,19912,Pfizer/BioNTech
Mexico,1/14/2021,38797,Pfizer/BioNTech
Mexico,1/15/2021,49987,Pfizer/BioNTech
Mexico,1/16/2021,55493,Pfizer/BioNTech
Mexico,1/17/2021,55835,Pfizer/BioNTech
Mexico,1/18/2021,57924,Pfizer/BioNTech
Mexico,1/19/2021,57892,Pfizer/BioNTech
Mexico,1/20/2021,44066,Pfizer/BioNTech
Mexico,1/21/2021,31765,Pfizer/BioNTech
Mexico,1/22/2021,28205,Pfizer/BioNTech
Mexico,1/23/2021,22217,Pfizer/BioNTech
Mexico,1/24/2021,22498,Pfizer/BioNTech
Mexico,1/25/2021,21797,Pfizer/BioNTech
Netherlands,1/6/2021,,"Moderna, Pfizer/BioNTech"
Netherlands,1/7/2021,9000,"Moderna, Pfizer/BioNTech"
Netherlands,1/8/2021,10500,"Moderna, Pfizer/BioNTech"
Netherlands,1/9/2021,8000,"Moderna, Pfizer/BioNTech"
Netherlands,1/10/2021,7000,"Moderna, Pfizer/BioNTech"
Netherlands,1/11/2021,5900,"Moderna, Pfizer/BioNTech"
Netherlands,1/12/2021,6500,"Moderna, Pfizer/BioNTech"
Netherlands,1/13/2021,5857,"Moderna, Pfizer/BioNTech"
Netherlands,1/14/2021,5143,"Moderna, Pfizer/BioNTech"
Netherlands,1/15/2021,4000,"Moderna, Pfizer/BioNTech"
Netherlands,1/16/2021,5143,"Moderna, Pfizer/BioNTech"
Netherlands,1/17/2021,6143,"Moderna, Pfizer/BioNTech"
Netherlands,1/18/2021,7024,"Moderna, Pfizer/BioNTech"
Netherlands,1/19/2021,6762,"Moderna, Pfizer/BioNTech"
Netherlands,1/20/2021,7571,"Moderna, Pfizer/BioNTech"
Netherlands,1/21/2021,9500,"Moderna, Pfizer/BioNTech"
Netherlands,1/22/2021,11429,"Moderna, Pfizer/BioNTech"
Northern Ireland,12/13/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/14/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/15/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/16/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/17/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/18/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/19/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/20/2020,1778,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/21/2020,1829,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/22/2020,1880,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/23/2020,1931,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/24/2020,1982,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/25/2020,2033,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/26/2020,2084,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/27/2020,2135,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/28/2020,2054,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/29/2020,1972,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/30/2020,1890,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,12/31/2020,1808,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/1/2021,1726,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/2/2021,1645,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/3/2021,1563,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/4/2021,2360,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/5/2021,3157,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/6/2021,3954,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/7/2021,4751,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/8/2021,5548,"Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Ireland,1/9/2021,6345,"Oxford/AstraZeneca, Pfizer/BioNTech"
